munid,municipality,iscity,provid,muncode,isactive,psgc_code,urban_rural,,
694,SAN MIGUEL,0,43,,1,63041000,,,"'63041000':'SAN MIGUEL',"
695,SAN RAFAEL,0,43,,1,63042000,,,"'63042000':'SAN RAFAEL',"
696,SANTA BARBARA,0,43,,1,63043000,,,"'63043000':'SANTA BARBARA',"
697,SARA,0,43,,1,63044000,,,"'63044000':'SARA',"
698,TIGBAUAN,0,43,,1,63045000,,,"'63045000':'TIGBAUAN',"
699,TUBUNGAN,0,43,,1,63046000,,,"'63046000':'TUBUNGAN',"
700,ZARRAGA,0,43,,1,63047000,,,"'63047000':'ZARRAGA',"
701,BACOLOD CITY (Capital),1,44,,1,64501000,,,"'64501000':'BACOLOD CITY (Capital)',"
702,BAGO CITY,1,44,,1,64502000,,,"'64502000':'BAGO CITY',"
703,BINALBAGAN,0,44,,1,64503000,,,"'64503000':'BINALBAGAN',"
704,CADIZ CITY,1,44,,1,64504000,,,"'64504000':'CADIZ CITY',"
705,CALATRAVA,0,44,,1,64505000,,,"'64505000':'CALATRAVA',"
706,CANDONI,0,44,,1,64506000,,,"'64506000':'CANDONI',"
707,CAUAYAN,0,44,,1,64507000,,,"'64507000':'CAUAYAN',"
708,ENRIQUE B. MAGALONA (SARAVIA),0,44,,1,64508000,,,"'64508000':'ENRIQUE B. MAGALONA (SARAVIA)',"
709,CITY OF ESCALANTE,1,44,,1,64509000,,,"'64509000':'CITY OF ESCALANTE',"
710,CITY OF HIMAMAYLAN,1,44,,1,64510000,,,"'64510000':'CITY OF HIMAMAYLAN',"
711,HINIGARAN,0,44,,1,64511000,,,"'64511000':'HINIGARAN',"
712,HINOBA-AN (ASIA),0,44,,1,64512000,,,"'64512000':'HINOBA-AN (ASIA)',"
713,ILOG,0,44,,1,64513000,,,"'64513000':'ILOG',"
714,ISABELA,0,44,,1,64514000,,,"'64514000':'ISABELA',"
715,CITY OF KABANKALAN,1,44,,1,64515000,,,"'64515000':'CITY OF KABANKALAN',"
716,LA CARLOTA CITY,1,44,,1,64516000,,,"'64516000':'LA CARLOTA CITY',"
717,LA CASTELLANA,0,44,,1,64517000,,,"'64517000':'LA CASTELLANA',"
718,MANAPLA,0,44,,1,64518000,,,"'64518000':'MANAPLA',"
719,MOISES PADILLA (MAGALLON),0,44,,1,64519000,,,"'64519000':'MOISES PADILLA (MAGALLON)',"
720,MURCIA,0,44,,1,64520000,,,"'64520000':'MURCIA',"
721,PONTEVEDRA,0,44,,1,64521000,,,"'64521000':'PONTEVEDRA',"
722,PULUPANDAN,0,44,,1,64522000,,,"'64522000':'PULUPANDAN',"
723,SAGAY CITY,1,44,,1,64523000,,,"'64523000':'SAGAY CITY',"
724,SAN CARLOS CITY,1,44,,1,64524000,,,"'64524000':'SAN CARLOS CITY',"
725,SAN ENRIQUE,0,44,,1,64525000,,,"'64525000':'SAN ENRIQUE',"
726,SILAY CITY,1,44,,1,64526000,,,"'64526000':'SILAY CITY',"
727,CITY OF SIPALAY,1,44,,1,64527000,,,"'64527000':'CITY OF SIPALAY',"
728,CITY OF TALISAY,1,44,,1,64528000,,,"'64528000':'CITY OF TALISAY',"
729,TOBOSO,0,44,,1,64529000,,,"'64529000':'TOBOSO',"
730,VALLADOLID,0,44,,1,64530000,,,"'64530000':'VALLADOLID',"
731,CITY OF VICTORIAS,1,44,,1,64531000,,,"'64531000':'CITY OF VICTORIAS',"
732,SALVADOR BENEDICTO,0,44,,1,64532000,,,"'64532000':'SALVADOR BENEDICTO',"
733,BUENAVISTA,0,42,,1,67901000,,,"'67901000':'BUENAVISTA',"
734,JORDAN (Capital),0,42,,1,67902000,,,"'67902000':'JORDAN (Capital)',"
735,NUEVA VALENCIA,0,42,,1,67903000,,,"'67903000':'NUEVA VALENCIA',"
736,SAN LORENZO,0,42,,1,67904000,,,"'67904000':'SAN LORENZO',"
737,SIBUNAG,0,42,,1,67905000,,,"'67905000':'SIBUNAG',"
738,ALBURQUERQUE,0,45,,1,71201000,,,"'71201000':'ALBURQUERQUE',"
739,ALICIA,0,45,,1,71202000,,,"'71202000':'ALICIA',"
740,ANDA,0,45,,1,71203000,,,"'71203000':'ANDA',"
741,ANTEQUERA,0,45,,1,71204000,,,"'71204000':'ANTEQUERA',"
742,BACLAYON,0,45,,1,71205000,,,"'71205000':'BACLAYON',"
743,BALILIHAN,0,45,,1,71206000,,,"'71206000':'BALILIHAN',"
744,BATUAN,0,45,,1,71207000,,,"'71207000':'BATUAN',"
745,BILAR,0,45,,1,71208000,,,"'71208000':'BILAR',"
746,BUENAVISTA,0,45,,1,71209000,,,"'71209000':'BUENAVISTA',"
747,CALAPE,0,45,,1,71210000,,,"'71210000':'CALAPE',"
748,CANDIJAY,0,45,,1,71211000,,,"'71211000':'CANDIJAY',"
749,CARMEN,0,45,,1,71212000,,,"'71212000':'CARMEN',"
750,CATIGBIAN,0,45,,1,71213000,,,"'71213000':'CATIGBIAN',"
751,CLARIN,0,45,,1,71214000,,,"'71214000':'CLARIN',"
752,CORELLA,0,45,,1,71215000,,,"'71215000':'CORELLA',"
753,CORTES,0,45,,1,71216000,,,"'71216000':'CORTES',"
754,DAGOHOY,0,45,,1,71217000,,,"'71217000':'DAGOHOY',"
755,DANAO,0,45,,1,71218000,,,"'71218000':'DANAO',"
756,DAUIS,0,45,,1,71219000,,,"'71219000':'DAUIS',"
757,DIMIAO,0,45,,1,71220000,,,"'71220000':'DIMIAO',"
758,DUERO,0,45,,1,71221000,,,"'71221000':'DUERO',"
759,GARCIA HERNANDEZ,0,45,,1,71222000,,,"'71222000':'GARCIA HERNANDEZ',"
760,GUINDULMAN,0,45,,1,71223000,,,"'71223000':'GUINDULMAN',"
761,INABANGA,0,45,,1,71224000,,,"'71224000':'INABANGA',"
762,JAGNA,0,45,,1,71225000,,,"'71225000':'JAGNA',"
763,JETAFE,0,45,,1,71226000,,,"'71226000':'JETAFE',"
764,LILA,0,45,,1,71227000,,,"'71227000':'LILA',"
765,LOAY,0,45,,1,71228000,,,"'71228000':'LOAY',"
766,LOBOC,0,45,,1,71229000,,,"'71229000':'LOBOC',"
767,LOON,0,45,,1,71230000,,,"'71230000':'LOON',"
768,MABINI,0,45,,1,71231000,,,"'71231000':'MABINI',"
769,MARIBOJOC,0,45,,1,71232000,,,"'71232000':'MARIBOJOC',"
770,PANGLAO,0,45,,1,71233000,,,"'71233000':'PANGLAO',"
771,PILAR,0,45,,1,71234000,,,"'71234000':'PILAR',"
772,PRES. CARLOS P. GARCIA (PITOGO),0,45,,1,71235000,,,"'71235000':'PRES. CARLOS P. GARCIA (PITOGO)',"
773,SAGBAYAN (BORJA),0,45,,1,71236000,,,"'71236000':'SAGBAYAN (BORJA)',"
774,SAN ISIDRO,0,45,,1,71237000,,,"'71237000':'SAN ISIDRO',"
775,SAN MIGUEL,0,45,,1,71238000,,,"'71238000':'SAN MIGUEL',"
776,SEVILLA,0,45,,1,71239000,,,"'71239000':'SEVILLA',"
777,SIERRA BULLONES,0,45,,1,71240000,,,"'71240000':'SIERRA BULLONES',"
778,SIKATUNA,0,45,,1,71241000,,,"'71241000':'SIKATUNA',"
779,TAGBILARAN CITY (Capital),1,45,,1,71242000,,,"'71242000':'TAGBILARAN CITY (Capital)',"
780,TALIBON,0,45,,1,71243000,,,"'71243000':'TALIBON',"
781,TRINIDAD,0,45,,1,71244000,,,"'71244000':'TRINIDAD',"
782,TUBIGON,0,45,,1,71245000,,,"'71245000':'TUBIGON',"
783,UBAY,0,45,,1,71246000,,,"'71246000':'UBAY',"
784,VALENCIA,0,45,,1,71247000,,,"'71247000':'VALENCIA',"
785,BIEN UNIDO,0,45,,1,71248000,,,"'71248000':'BIEN UNIDO',"
786,ALCANTARA,0,46,,1,72201000,,,"'72201000':'ALCANTARA',"
787,ALCOY,0,46,,1,72202000,,,"'72202000':'ALCOY',"
788,ALEGRIA,0,46,,1,72203000,,,"'72203000':'ALEGRIA',"
789,ALOGUINSAN,0,46,,1,72204000,,,"'72204000':'ALOGUINSAN',"
790,ARGAO,0,46,,1,72205000,,,"'72205000':'ARGAO',"
791,ASTURIAS,0,46,,1,72206000,,,"'72206000':'ASTURIAS',"
792,BADIAN,0,46,,1,72207000,,,"'72207000':'BADIAN',"
793,BALAMBAN,0,46,,1,72208000,,,"'72208000':'BALAMBAN',"
794,BANTAYAN,0,46,,1,72209000,,,"'72209000':'BANTAYAN',"
795,BARILI,0,46,,1,72210000,,,"'72210000':'BARILI',"
796,CITY OF BOGO,1,46,,1,72211000,,,"'72211000':'CITY OF BOGO',"
797,BOLJOON,0,46,,1,72212000,,,"'72212000':'BOLJOON',"
798,BORBON,0,46,,1,72213000,,,"'72213000':'BORBON',"
799,CITY OF CARCAR,1,46,,1,72214000,,,"'72214000':'CITY OF CARCAR',"
800,CARMEN,0,46,,1,72215000,,,"'72215000':'CARMEN',"
801,CATMON,0,46,,1,72216000,,,"'72216000':'CATMON',"
802,CEBU CITY (Capital),1,46,,1,72217000,,,"'72217000':'CEBU CITY (Capital)',"
803,COMPOSTELA,0,46,,1,72218000,,,"'72218000':'COMPOSTELA',"
804,CONSOLACION,0,46,,1,72219000,,,"'72219000':'CONSOLACION',"
805,CORDOBA,0,46,,1,72220000,,,"'72220000':'CORDOBA',"
806,DAANBANTAYAN,0,46,,1,72221000,,,"'72221000':'DAANBANTAYAN',"
807,DALAGUETE,0,46,,1,72222000,,,"'72222000':'DALAGUETE',"
808,DANAO CITY,1,46,,1,72223000,,,"'72223000':'DANAO CITY',"
809,DUMANJUG,0,46,,1,72224000,,,"'72224000':'DUMANJUG',"
810,GINATILAN,0,46,,1,72225000,,,"'72225000':'GINATILAN',"
811,LAPU-LAPU CITY (OPON),1,46,,1,72226000,,,"'72226000':'LAPU-LAPU CITY (OPON)',"
812,LILOAN,0,46,,1,72227000,,,"'72227000':'LILOAN',"
813,MADRIDEJOS,0,46,,1,72228000,,,"'72228000':'MADRIDEJOS',"
814,MALABUYOC,0,46,,1,72229000,,,"'72229000':'MALABUYOC',"
815,MANDAUE CITY,1,46,,1,72230000,,,"'72230000':'MANDAUE CITY',"
816,MEDELLIN,0,46,,1,72231000,,,"'72231000':'MEDELLIN',"
817,MINGLANILLA,0,46,,1,72232000,,,"'72232000':'MINGLANILLA',"
818,MOALBOAL,0,46,,1,72233000,,,"'72233000':'MOALBOAL',"
819,CITY OF NAGA,1,46,,1,72234000,,,"'72234000':'CITY OF NAGA',"
820,OSLOB,0,46,,1,72235000,,,"'72235000':'OSLOB',"
821,PILAR,0,46,,1,72236000,,,"'72236000':'PILAR',"
822,PINAMUNGAHAN,0,46,,1,72237000,,,"'72237000':'PINAMUNGAHAN',"
823,PORO,0,46,,1,72238000,,,"'72238000':'PORO',"
824,RONDA,0,46,,1,72239000,,,"'72239000':'RONDA',"
825,SAMBOAN,0,46,,1,72240000,,,"'72240000':'SAMBOAN',"
826,SAN FERNANDO,0,46,,1,72241000,,,"'72241000':'SAN FERNANDO',"
827,SAN FRANCISCO,0,46,,1,72242000,,,"'72242000':'SAN FRANCISCO',"
828,SAN REMIGIO,0,46,,1,72243000,,,"'72243000':'SAN REMIGIO',"
829,SANTA FE,0,46,,1,72244000,,,"'72244000':'SANTA FE',"
830,SANTANDER,0,46,,1,72245000,,,"'72245000':'SANTANDER',"
831,SIBONGA,0,46,,1,72246000,,,"'72246000':'SIBONGA',"
832,SOGOD,0,46,,1,72247000,,,"'72247000':'SOGOD',"
833,TABOGON,0,46,,1,72248000,,,"'72248000':'TABOGON',"
834,TABUELAN,0,46,,1,72249000,,,"'72249000':'TABUELAN',"
835,CITY OF TALISAY,1,46,,1,72250000,,,"'72250000':'CITY OF TALISAY',"
836,TOLEDO CITY,1,46,,1,72251000,,,"'72251000':'TOLEDO CITY',"
837,TUBURAN,0,46,,1,72252000,,,"'72252000':'TUBURAN',"
838,TUDELA,0,46,,1,72253000,,,"'72253000':'TUDELA',"
839,AMLAN (AYUQUITAN),0,47,,1,74601000,,,"'74601000':'AMLAN (AYUQUITAN)',"
840,AYUNGON,0,47,,1,74602000,,,"'74602000':'AYUNGON',"
841,BACONG,0,47,,1,74603000,,,"'74603000':'BACONG',"
842,BAIS CITY,1,47,,1,74604000,,,"'74604000':'BAIS CITY',"
843,BASAY,0,47,,1,74605000,,,"'74605000':'BASAY',"
844,CITY OF BAYAWAN (TULONG),1,47,,1,74606000,,,"'74606000':'CITY OF BAYAWAN (TULONG)',"
845,BINDOY (PAYABON),0,47,,1,74607000,,,"'74607000':'BINDOY (PAYABON)',"
846,CANLAON CITY,1,47,,1,74608000,,,"'74608000':'CANLAON CITY',"
847,DAUIN,0,47,,1,74609000,,,"'74609000':'DAUIN',"
848,DUMAGUETE CITY (Capital),1,47,,1,74610000,,,"'74610000':'DUMAGUETE CITY (Capital)',"
849,CITY OF GUIHULNGAN,1,47,,1,74611000,,,"'74611000':'CITY OF GUIHULNGAN',"
850,JIMALALUD,0,47,,1,74612000,,,"'74612000':'JIMALALUD',"
851,LA LIBERTAD,0,47,,1,74613000,,,"'74613000':'LA LIBERTAD',"
852,MABINAY,0,47,,1,74614000,,,"'74614000':'MABINAY',"
853,MANJUYOD,0,47,,1,74615000,,,"'74615000':'MANJUYOD',"
854,PAMPLONA,0,47,,1,74616000,,,"'74616000':'PAMPLONA',"
855,SAN JOSE,0,47,,1,74617000,,,"'74617000':'SAN JOSE',"
856,SANTA CATALINA,0,47,,1,74618000,,,"'74618000':'SANTA CATALINA',"
857,SIATON,0,47,,1,74619000,,,"'74619000':'SIATON',"
858,SIBULAN,0,47,,1,74620000,,,"'74620000':'SIBULAN',"
859,CITY OF TANJAY,1,47,,1,74621000,,,"'74621000':'CITY OF TANJAY',"
860,TAYASAN,0,47,,1,74622000,,,"'74622000':'TAYASAN',"
861,VALENCIA (LUZURRIAGA),0,47,,1,74623000,,,"'74623000':'VALENCIA (LUZURRIAGA)',"
862,VALLEHERMOSO,0,47,,1,74624000,,,"'74624000':'VALLEHERMOSO',"
863,ZAMBOANGUITA,0,47,,1,74625000,,,"'74625000':'ZAMBOANGUITA',"
864,ENRIQUE VILLANUEVA,0,48,,1,76101000,,,"'76101000':'ENRIQUE VILLANUEVA',"
865,LARENA,0,48,,1,76102000,,,"'76102000':'LARENA',"
866,LAZI,0,48,,1,76103000,,,"'76103000':'LAZI',"
867,MARIA,0,48,,1,76104000,,,"'76104000':'MARIA',"
868,SAN JUAN,0,48,,1,76105000,,,"'76105000':'SAN JUAN',"
869,SIQUIJOR (Capital),0,48,,1,76106000,,,"'76106000':'SIQUIJOR (Capital)',"
870,ARTECHE,0,50,,1,82601000,,,"'82601000':'ARTECHE',"
871,BALANGIGA,0,50,,1,82602000,,,"'82602000':'BALANGIGA',"
872,BALANGKAYAN,0,50,,1,82603000,,,"'82603000':'BALANGKAYAN',"
873,CITY OF BORONGAN (Capital),1,50,,1,82604000,,,"'82604000':'CITY OF BORONGAN (Capital)',"
874,CAN-AVID,0,50,,1,82605000,,,"'82605000':'CAN-AVID',"
875,DOLORES,0,50,,1,82606000,,,"'82606000':'DOLORES',"
876,GENERAL MACARTHUR,0,50,,1,82607000,,,"'82607000':'GENERAL MACARTHUR',"
877,GIPORLOS,0,50,,1,82608000,,,"'82608000':'GIPORLOS',"
878,GUIUAN,0,50,,1,82609000,,,"'82609000':'GUIUAN',"
879,HERNANI,0,50,,1,82610000,,,"'82610000':'HERNANI',"
880,JIPAPAD,0,50,,1,82611000,,,"'82611000':'JIPAPAD',"
881,LAWAAN,0,50,,1,82612000,,,"'82612000':'LAWAAN',"
882,LLORENTE,0,50,,1,82613000,,,"'82613000':'LLORENTE',"
883,MASLOG,0,50,,1,82614000,,,"'82614000':'MASLOG',"
884,MAYDOLONG,0,50,,1,82615000,,,"'82615000':'MAYDOLONG',"
885,MERCEDES,0,50,,1,82616000,,,"'82616000':'MERCEDES',"
886,ORAS,0,50,,1,82617000,,,"'82617000':'ORAS',"
887,QUINAPONDAN,0,50,,1,82618000,,,"'82618000':'QUINAPONDAN',"
888,SALCEDO,0,50,,1,82619000,,,"'82619000':'SALCEDO',"
889,SAN JULIAN,0,50,,1,82620000,,,"'82620000':'SAN JULIAN',"
890,SAN POLICARPO,0,50,,1,82621000,,,"'82621000':'SAN POLICARPO',"
891,SULAT,0,50,,1,82622000,,,"'82622000':'SULAT',"
892,TAFT,0,50,,1,82623000,,,"'82623000':'TAFT',"
893,ABUYOG,0,51,,1,83701000,,,"'83701000':'ABUYOG',"
894,ALANGALANG,0,51,,1,83702000,,,"'83702000':'ALANGALANG',"
895,ALBUERA,0,51,,1,83703000,,,"'83703000':'ALBUERA',"
896,BABATNGON,0,51,,1,83705000,,,"'83705000':'BABATNGON',"
897,BARUGO,0,51,,1,83706000,,,"'83706000':'BARUGO',"
898,BATO,0,51,,1,83707000,,,"'83707000':'BATO',"
899,CITY OF BAYBAY,1,51,,1,83708000,,,"'83708000':'CITY OF BAYBAY',"
900,BURAUEN,0,51,,1,83710000,,,"'83710000':'BURAUEN',"
901,CALUBIAN,0,51,,1,83713000,,,"'83713000':'CALUBIAN',"
902,CAPOOCAN,0,51,,1,83714000,,,"'83714000':'CAPOOCAN',"
903,CARIGARA,0,51,,1,83715000,,,"'83715000':'CARIGARA',"
904,DAGAMI,0,51,,1,83717000,,,"'83717000':'DAGAMI',"
905,DULAG,0,51,,1,83718000,,,"'83718000':'DULAG',"
906,HILONGOS,0,51,,1,83719000,,,"'83719000':'HILONGOS',"
907,HINDANG,0,51,,1,83720000,,,"'83720000':'HINDANG',"
908,INOPACAN,0,51,,1,83721000,,,"'83721000':'INOPACAN',"
909,ISABEL,0,51,,1,83722000,,,"'83722000':'ISABEL',"
910,JARO,0,51,,1,83723000,,,"'83723000':'JARO',"
911,JAVIER (BUGHO),0,51,,1,83724000,,,"'83724000':'JAVIER (BUGHO)',"
912,JULITA,0,51,,1,83725000,,,"'83725000':'JULITA',"
913,KANANGA,0,51,,1,83726000,,,"'83726000':'KANANGA',"
914,LA PAZ,0,51,,1,83728000,,,"'83728000':'LA PAZ',"
915,LEYTE,0,51,,1,83729000,,,"'83729000':'LEYTE',"
916,MACARTHUR,0,51,,1,83730000,,,"'83730000':'MACARTHUR',"
917,MAHAPLAG,0,51,,1,83731000,,,"'83731000':'MAHAPLAG',"
918,MATAG-OB,0,51,,1,83733000,,,"'83733000':'MATAG-OB',"
919,MATALOM,0,51,,1,83734000,,,"'83734000':'MATALOM',"
920,MAYORGA,0,51,,1,83735000,,,"'83735000':'MAYORGA',"
921,MERIDA,0,51,,1,83736000,,,"'83736000':'MERIDA',"
922,ORMOC CITY,1,51,,1,83738000,,,"'83738000':'ORMOC CITY',"
923,PALO,0,51,,1,83739000,,,"'83739000':'PALO',"
924,PALOMPON,0,51,,1,83740000,,,"'83740000':'PALOMPON',"
925,PASTRANA,0,51,,1,83741000,,,"'83741000':'PASTRANA',"
926,SAN ISIDRO,0,51,,1,83742000,,,"'83742000':'SAN ISIDRO',"
927,SAN MIGUEL,0,51,,1,83743000,,,"'83743000':'SAN MIGUEL',"
928,SANTA FE,0,51,,1,83744000,,,"'83744000':'SANTA FE',"
929,TABANGO,0,51,,1,83745000,,,"'83745000':'TABANGO',"
930,TABONTABON,0,51,,1,83746000,,,"'83746000':'TABONTABON',"
931,TACLOBAN CITY (Capital),1,51,,1,83747000,,,"'83747000':'TACLOBAN CITY (Capital)',"
932,TANAUAN,0,51,,1,83748000,,,"'83748000':'TANAUAN',"
933,TOLOSA,0,51,,1,83749000,,,"'83749000':'TOLOSA',"
934,TUNGA,0,51,,1,83750000,,,"'83750000':'TUNGA',"
935,VILLABA,0,51,,1,83751000,,,"'83751000':'VILLABA',"
936,ALLEN,0,52,,1,84801000,,,"'84801000':'ALLEN',"
937,BIRI,0,52,,1,84802000,,,"'84802000':'BIRI',"
938,BOBON,0,52,,1,84803000,,,"'84803000':'BOBON',"
939,CAPUL,0,52,,1,84804000,,,"'84804000':'CAPUL',"
940,CATARMAN (Capital),0,52,,1,84805000,,,"'84805000':'CATARMAN (Capital)',"
941,CATUBIG,0,52,,1,84806000,,,"'84806000':'CATUBIG',"
942,GAMAY,0,52,,1,84807000,,,"'84807000':'GAMAY',"
943,LAOANG,0,52,,1,84808000,,,"'84808000':'LAOANG',"
944,LAPINIG,0,52,,1,84809000,,,"'84809000':'LAPINIG',"
945,LAS NAVAS,0,52,,1,84810000,,,"'84810000':'LAS NAVAS',"
946,LAVEZARES,0,52,,1,84811000,,,"'84811000':'LAVEZARES',"
947,MAPANAS,0,52,,1,84812000,,,"'84812000':'MAPANAS',"
948,MONDRAGON,0,52,,1,84813000,,,"'84813000':'MONDRAGON',"
949,PALAPAG,0,52,,1,84814000,,,"'84814000':'PALAPAG',"
950,PAMBUJAN,0,52,,1,84815000,,,"'84815000':'PAMBUJAN',"
951,ROSARIO,0,52,,1,84816000,,,"'84816000':'ROSARIO',"
952,SAN ANTONIO,0,52,,1,84817000,,,"'84817000':'SAN ANTONIO',"
953,SAN ISIDRO,0,52,,1,84818000,,,"'84818000':'SAN ISIDRO',"
954,SAN JOSE,0,52,,1,84819000,,,"'84819000':'SAN JOSE',"
955,SAN ROQUE,0,52,,1,84820000,,,"'84820000':'SAN ROQUE',"
956,SAN VICENTE,0,52,,1,84821000,,,"'84821000':'SAN VICENTE',"
957,SILVINO LOBOS,0,52,,1,84822000,,,"'84822000':'SILVINO LOBOS',"
958,VICTORIA,0,52,,1,84823000,,,"'84823000':'VICTORIA',"
959,LOPE DE VEGA,0,52,,1,84824000,,,"'84824000':'LOPE DE VEGA',"
960,ALMAGRO,0,54,,1,86001000,,,"'86001000':'ALMAGRO',"
961,BASEY,0,54,,1,86002000,,,"'86002000':'BASEY',"
962,CALBAYOG CITY,1,54,,1,86003000,,,"'86003000':'CALBAYOG CITY',"
963,CALBIGA,0,54,,1,86004000,,,"'86004000':'CALBIGA',"
964,CITY OF CATBALOGAN (Capital),1,54,,1,86005000,,,"'86005000':'CITY OF CATBALOGAN (Capital)',"
965,DARAM,0,54,,1,86006000,,,"'86006000':'DARAM',"
966,GANDARA,0,54,,1,86007000,,,"'86007000':'GANDARA',"
967,HINABANGAN,0,54,,1,86008000,,,"'86008000':'HINABANGAN',"
968,JIABONG,0,54,,1,86009000,,,"'86009000':'JIABONG',"
969,MARABUT,0,54,,1,86010000,,,"'86010000':'MARABUT',"
970,MATUGUINAO,0,54,,1,86011000,,,"'86011000':'MATUGUINAO',"
971,MOTIONG,0,54,,1,86012000,,,"'86012000':'MOTIONG',"
972,PINABACDAO,0,54,,1,86013000,,,"'86013000':'PINABACDAO',"
973,SAN JOSE DE BUAN,0,54,,1,86014000,,,"'86014000':'SAN JOSE DE BUAN',"
974,SAN SEBASTIAN,0,54,,1,86015000,,,"'86015000':'SAN SEBASTIAN',"
975,SANTA MARGARITA,0,54,,1,86016000,,,"'86016000':'SANTA MARGARITA',"
976,SANTA RITA,0,54,,1,86017000,,,"'86017000':'SANTA RITA',"
977,SANTO NINO,0,54,,1,86018000,,,"'86018000':'SANTO NINO',"
978,TALALORA,0,54,,1,86019000,,,"'86019000':'TALALORA',"
979,TARANGNAN,0,54,,1,86020000,,,"'86020000':'TARANGNAN',"
980,VILLAREAL,0,54,,1,86021000,,,"'86021000':'VILLAREAL',"
981,PARANAS (WRIGHT),0,54,,1,86022000,,,"'86022000':'PARANAS (WRIGHT)',"
982,ZUMARRAGA,0,54,,1,86023000,,,"'86023000':'ZUMARRAGA',"
983,TAGAPUL-AN,0,54,,1,86024000,,,"'86024000':'TAGAPUL-AN',"
984,SAN JORGE,0,54,,1,86025000,,,"'86025000':'SAN JORGE',"
985,PAGSANGHAN,0,54,,1,86026000,,,"'86026000':'PAGSANGHAN',"
986,ANAHAWAN,0,53,,1,86401000,,,"'86401000':'ANAHAWAN',"
987,BONTOC,0,53,,1,86402000,,,"'86402000':'BONTOC',"
988,HINUNANGAN,0,53,,1,86403000,,,"'86403000':'HINUNANGAN',"
989,HINUNDAYAN,0,53,,1,86404000,,,"'86404000':'HINUNDAYAN',"
990,LIBAGON,0,53,,1,86405000,,,"'86405000':'LIBAGON',"
991,LILOAN,0,53,,1,86406000,,,"'86406000':'LILOAN',"
992,CITY OF MAASIN (Capital),1,53,,1,86407000,,,"'86407000':'CITY OF MAASIN (Capital)',"
993,MACROHON,0,53,,1,86408000,,,"'86408000':'MACROHON',"
994,MALITBOG,0,53,,1,86409000,,,"'86409000':'MALITBOG',"
995,PADRE BURGOS,0,53,,1,86410000,,,"'86410000':'PADRE BURGOS',"
996,PINTUYAN,0,53,,1,86411000,,,"'86411000':'PINTUYAN',"
997,SAINT BERNARD,0,53,,1,86412000,,,"'86412000':'SAINT BERNARD',"
998,SAN FRANCISCO,0,53,,1,86413000,,,"'86413000':'SAN FRANCISCO',"
999,SAN JUAN (CABALIAN),0,53,,1,86414000,,,"'86414000':'SAN JUAN (CABALIAN)',"
1000,SAN RICARDO,0,53,,1,86415000,,,"'86415000':'SAN RICARDO',"
1001,SILAGO,0,53,,1,86416000,,,"'86416000':'SILAGO',"
1002,SOGOD,0,53,,1,86417000,,,"'86417000':'SOGOD',"
1003,TOMAS OPPUS,0,53,,1,86418000,,,"'86418000':'TOMAS OPPUS',"
1004,LIMASAWA,0,53,,1,86419000,,,"'86419000':'LIMASAWA',"
1005,ALMERIA,0,49,,1,87801000,,,"'87801000':'ALMERIA',"
1006,BILIRAN,0,49,,1,87802000,,,"'87802000':'BILIRAN',"
1007,CABUCGAYAN,0,49,,1,87803000,,,"'87803000':'CABUCGAYAN',"
1008,CAIBIRAN,0,49,,1,87804000,,,"'87804000':'CAIBIRAN',"
1009,CULABA,0,49,,1,87805000,,,"'87805000':'CULABA',"
1010,KAWAYAN,0,49,,1,87806000,,,"'87806000':'KAWAYAN',"
1011,MARIPIPI,0,49,,1,87807000,,,"'87807000':'MARIPIPI',"
1012,NAVAL (Capital),0,49,,1,87808000,,,"'87808000':'NAVAL (Capital)',"
1013,DAPITAN CITY,1,55,,1,97201000,,,"'97201000':'DAPITAN CITY',"
1014,DIPOLOG CITY (Capital),1,55,,1,97202000,,,"'97202000':'DIPOLOG CITY (Capital)',"
1015,KATIPUNAN,0,55,,1,97203000,,,"'97203000':'KATIPUNAN',"
1016,LA LIBERTAD,0,55,,1,97204000,,,"'97204000':'LA LIBERTAD',"
1017,LABASON,0,55,,1,97205000,,,"'97205000':'LABASON',"
1018,LILOY,0,55,,1,97206000,,,"'97206000':'LILOY',"
1019,MANUKAN,0,55,,1,97207000,,,"'97207000':'MANUKAN',"
1020,MUTIA,0,55,,1,97208000,,,"'97208000':'MUTIA',"
1021,PINAN,0,55,,1,97209000,,,"'97209000':'PINAN',"
1022,POLANCO,0,55,,1,97210000,,,"'97210000':'POLANCO',"
1023,PRES. MANUEL A. ROXAS,0,55,,1,97211000,,,"'97211000':'PRES. MANUEL A. ROXAS',"
1024,RIZAL,0,55,,1,97212000,,,"'97212000':'RIZAL',"
1025,SALUG,0,55,,1,97213000,,,"'97213000':'SALUG',"
1026,SERGIO OSMEnA SR.,0,55,,1,97214000,,,"'97214000':'SERGIO OSMEnA SR.',"
1027,SIAYAN,0,55,,1,97215000,,,"'97215000':'SIAYAN',"
1028,SIBUCO,0,55,,1,97216000,,,"'97216000':'SIBUCO',"
1029,SIBUTAD,0,55,,1,97217000,,,"'97217000':'SIBUTAD',"
1030,SINDANGAN,0,55,,1,97218000,,,"'97218000':'SINDANGAN',"
1031,SIOCON,0,55,,1,97219000,,,"'97219000':'SIOCON',"
1032,SIRAWAI,0,55,,1,97220000,,,"'97220000':'SIRAWAI',"
1033,TAMPILISAN,0,55,,1,97221000,,,"'97221000':'TAMPILISAN',"
