article_incident_title,incday,incmo,incyr,case_status,region_psgc,province_psgc,municipality_psgc,city_psgc,manifestation_code1,incident_causes_code1,geo_tag_longitude,geo_tag_latitude,,
"Murder in Brgy. Kaumpurnah Zone 1, Isabela City",3,3,2017,3,90000000,-99,-99,99701000,2031,3005,121.9731146,6.709009295,,
"Murder in Brgy. Kaunayan, Patikul, Sulu",3,12,2019,1,150000000,156600000,156611000,-99,2031,-98,121.0831309,6.084316689,,
"Murder in Brgy. Kauran, Ampatuan, Maguindanao",14,3,2017,10,150000000,153800000,153801000,-99,2031,-98,124.4748624,6.78273055,,
"Murder in Brgy. Kauran, Ampatuan, Maguindanao",2,7,2016,3,150000000,153800000,153801000,-99,901,-98,124.4748624,6.78273055,,
"Murder in Brgy. Kauran, Ampatuan, Maguindanao",1,9,2017,3,150000000,153800000,153801000,-99,2031,-98,124.4748624,6.78273055,,
"Murder in Brgy. Kauran, Ampatuan, Maguindanao",2,12,2017,12,150000000,153800000,153801000,-99,2031,-98,124.4748624,6.78273055,,
"Murder in Brgy. Kauran, Ampatuan, Maguindanao",11,4,2018,12,150000000,153800000,153801000,-99,2031,8008,124.4748624,6.78273055,,
"Murder in Brgy. Kauran, Ampatuan, Maguindanao",9,11,2018,3,150000000,153800000,153801000,-99,2031,-98,124.4748624,6.78273055,,
"Murder in Brgy. Kauran, Ampatuan, Maguindanao",31,1,2019,3,150000000,153800000,153801000,-99,901,-98,124.4748624,6.78273055,,
"Murder in Brgy. Kauran, Ampatuan, Maguindanao",9,9,2019,10,150000000,153800000,153801000,-99,2031,-98,124.4748624,6.78273055,,
"Murder in Brgy. Kauran, Ampatuan, Maguindanao",15,2,2020,3,150000000,153800000,153801000,-99,2031,-98,124.4748624,6.78273055,,
"Murder in Brgy. Kauran, Ampatuan, Maguindanao",30,6,2020,3,150000000,153800000,153801000,-99,2031,3005,124.4748624,6.78273055,,
"Murder in Brgy. Kauran, Ampatuan, Maguindanao",24,8,2020,3,150000000,153800000,153801000,-99,901,1007,124.4748624,6.78273055,,
"Murder in Brgy. Kauran, Ampatuan, Maguindanao ",3,8,2019,3,150000000,153800000,153801000,-99,2031,-98,124.4748624,6.78273055,,
"Murder in Brgy. Kayaga, Pandag, Maguindanao",7,2,2015,3,150000000,153800000,153833000,-99,901,-98,124.8491841,6.737385123,,
"Murder in Brgy. Kayaga, Pandag, Maguindanao",10,7,2016,3,150000000,153800000,153833000,-99,2031,-98,124.8491841,6.737385123,,
"Murder in Brgy. Kayaga, Pandag, Maguindanao",11,11,2018,3,150000000,153800000,153833000,-99,2031,-98,124.8491841,6.737385123,,
"Murder in Brgy. Kaya-Kaya, Datu Abdullah Sangki, Maguindanao",10,3,2017,3,150000000,153800000,153828000,-99,901,8008,124.5621963,6.843505061,,
"Murder in Brgy. Kaya-kaya, Datu Abdullah Sangki, Maguindanao",7,6,2017,3,150000000,153800000,153828000,-99,901,-98,124.5621963,6.843505061,,
"Murder in Brgy. Kayupo (Cuyapo), Pandag, Maguindanao",15,10,2018,3,150000000,153800000,153833000,-99,901,-98,124.7587666,6.747358112,,
"Murder in Brgy. Kayupo (Cuyapo), Pandag, Maguindanao ",20,8,2017,3,150000000,153800000,153833000,-99,901,-98,124.7587666,6.747358112,,
"Murder in Brgy. Kayupo, Pandag, Maguindanao",25,5,2018,3,150000000,153800000,153833000,-99,901,-98,124.7587666,6.747358112,,
"Murder in Brgy. Kialdan Proper, Marantao, Lanao del Sur",19,5,2017,3,150000000,153600000,153616000,-99,901,-98,124.2654223,7.972523618,,
"Murder in Brgy. Kianibong, Tagoloan 2, Lanao del Sur",2,3,2020,3,150000000,153600000,153638000,-99,2031,-98,124.4073815,8.07082026,,
"Murder in Brgy. Kibucay, Upi, Maguindanao",5,7,2016,3,150000000,153800000,153815000,-99,2031,-98,124.1935095,7.083371153,,
"Murder in Brgy. Kibucay, Upi, Maguindanao",16,7,2016,2,150000000,153800000,153815000,-99,901,-98,124.1935095,7.083371153,,
"Murder in Brgy. Kibucay, Upi, Maguindanao",18,12,2020,4,150000000,153800000,153815000,-99,901,-98,124.1935095,7.083371153,,
"Murder in Brgy. Kiladap, Talitay, Maguindanao",13,5,2016,3,150000000,153800000,153821000,-99,2031,-98,124.370608,7.014181195,,
"Murder in Brgy. Kiladap, Talitay, Maguindanao",14,5,2016,3,150000000,153800000,153821000,-99,927,-98,124.370608,7.014181195,,
"Murder in Brgy. Kiladap, Talitay, Maguindanao",14,11,2018,5,150000000,153800000,153821000,-99,2031,-98,124.370608,7.014181195,,
"Murder in Brgy. Kiladap, Talitay, Maguindanao",15,12,2019,-98,150000000,153800000,153821000,-99,2031,-98,124.370608,7.014181195,,
"Murder in Brgy. Kiladap, Talitay, Maguindanao",4,11,2020,3,150000000,153800000,153821000,-99,901,-98,124.370608,7.014181195,,
"Murder in Brgy. Kilangan, Pagalungan, Maguindanao",2,2,2016,3,150000000,153800000,153810000,-99,915,-98,124.7071721,7.156218697,,
"Murder in Brgy. Kilangan, Pagalungan, Maguindanao",21,9,2017,3,150000000,153800000,153810000,-99,2031,-98,124.7071721,7.156218697,,
"Murder in Brgy. Kilangan, Pagalungan, Maguindanao",15,1,2020,10,150000000,153800000,153810000,-99,2031,-98,124.7071721,7.156218697,,
"Murder in Brgy. Kilikili East, Wao, Lanao del Sur",18,9,2015,3,150000000,153600000,153630000,-99,906,-98,124.7226283,7.730099745,,
"Murder in Brgy. Kilikili East, Wao, Lanao del Sur",17,12,2017,3,150000000,153600000,153630000,-99,2031,-98,124.7226283,7.730099745,,
"Murder in Brgy. Kilikili East, Wao, Lanao del Sur",18,11,2019,3,150000000,153600000,153630000,-99,2031,-98,124.7226283,7.730099745,,
"Murder in Brgy. Kili-kili East, Wao, Lanao del Sur",30,1,2018,3,150000000,153600000,153630000,-99,901,-98,124.7226283,7.730099745,,
"Murder in Brgy. Kilikili East, Wao, Lanao del Sur ",10,1,2019,2,150000000,153600000,153630000,-99,906,-98,124.7226283,7.730099745,,
"Murder in Brgy. Kilikili West, Wao, Lanao del Sur",4,3,2018,3,150000000,153600000,153630000,-99,901,-98,124.6976273,7.742428158,,
"Murder in Brgy. Kitambugun, Mulondo, Lanao del Sur",18,8,2017,3,150000000,153600000,153619000,-99,901,-98,124.3752686,7.923471535,,
"Murder in Brgy. Kitango, Datu Saudi Ampatuan, Maguindanao",4,8,2018,9,150000000,153800000,153826000,-99,2031,-98,124.4451777,6.949026905,,
"Murder in Brgy. Kitango, Datu Saudi Ampatuan, Maguindanao",4,9,2018,3,150000000,153800000,153826000,-99,901,3006,124.4451777,6.949026905,,
"Murder in Brgy. Kitango, Datu Saudi Ampatuan, Maguindanao",14,4,2019,10,150000000,153800000,153826000,-99,927,8007,124.4451777,6.949026905,,
"Murder in Brgy. Kitango, Datu Saudi Ampatuan, Maguindanao",20,6,2019,12,150000000,153800000,153826000,-99,2031,-98,124.4451777,6.949026905,,
"Murder in Brgy. Kitango, Datu Saudi Ampatuan, Maguindanao",3,8,2019,3,150000000,153800000,153826000,-99,2031,-98,124.4451777,6.949026905,,
"Murder in Brgy. Kitango, Datu Saudi-Ampatuan, Maguindanao",24,6,2020,3,150000000,153800000,153826000,-99,2031,-98,124.4451777,6.949026905,,
"Murder in Brgy. Korosoyan, Barira, Maguindanao",17,6,2018,12,150000000,153800000,153818000,-99,901,-98,124.3269005,7.395423427,,
"Murder in Brgy. Korosoyan, Barira, Maguindanao",1,11,2020,5,150000000,153800000,153818000,-99,901,-98,124.3269005,7.395423427,,
"Murder in Brgy. Kulape, Panglima Sugala, Tawi-Tawi",9,12,2015,2,150000000,157000000,157001000,-99,901,-98,119.9039726,5.091433198,,
"Murder in Brgy. Kulimpang, Buldon, Maguindanao",22,1,2017,10,150000000,153800000,153802000,-99,901,3005,124.3898478,7.50993015,,
"Murder in Brgy. Kulimpang, Buldon, Maguindanao ",18,4,2017,5,150000000,153800000,153802000,-99,2031,3006,124.3898478,7.50993015,,
"Murder in Brgy. Kuloy, Shariff Aguak, Maguindanao",8,11,2019,10,150000000,153800000,153808000,-99,901,-98,124.462586,6.87663851,,
"Murder in Brgy. Kumalarang, Isabela City",26,5,2019,5,90000000,-99,-99,99701000,2031,3005,121.9448231,6.659066358,,
"Murder in Brgy. Kurintem, Datu Odin Sinsuat Maguindanao",2,11,2019,10,150000000,153800000,153807000,-99,901,-98,124.3082313,7.058615417,,
"Murder in Brgy. Kurintem, Datu Odin Sinsuat, Maguindanao",23,1,2015,3,150000000,153800000,153807000,-99,901,-98,124.3082313,7.058615417,,
"Murder in Brgy. Kurintem, Datu Odin Sinsuat, Maguindanao",20,2,2015,3,150000000,153800000,153807000,-99,901,-98,124.3082313,7.058615417,,
"Murder in Brgy. Kurintem, Datu Odin Sinsuat, Maguindanao",26,5,2016,3,150000000,153800000,153807000,-99,901,5007,124.3082313,7.058615417,,
"Murder in Brgy. Kusiong, Datu Odin Sinsuat, Maguindanao ",12,4,2017,10,150000000,153800000,153807000,-99,2031,8008,124.0870488,7.126828841,,
"Murder in Brgy. Kusiong. Datu Odin Sinsuat, Maguindanao",31,8,2019,12,150000000,153800000,153807000,-99,906,1002,124.0870488,7.126828841,,
"Murder in Brgy. Kuya, South Upi, Maguindanao",3,11,2020,4,150000000,153800000,153817000,-99,901,7004,124.1703224,6.780483507,,
"Murder in Brgy. La Piedad, Isabela City",25,1,2016,3,90000000,-99,-99,99701000,901,-98,121.9740554,6.701579162,,
"Murder in Brgy. La Piedad, Isabela City",1,12,2011,3,90000000,-99,-99,99701000,901,-98,121.9740554,6.701579162,,
"Murder in Brgy. Labu-labu, Shariff Aguak, Maguindanao",29,5,2017,2,150000000,153800000,153808000,-99,901,-98,124.4456759,6.849880741,,
"Murder in Brgy. Labu-labu, Shariff Aguak, Maguindanao",13,8,2017,3,150000000,153800000,153808000,-99,2031,-98,124.4456759,6.849880741,,
"Murder in Brgy. Labu-labu, Shariff Aguak, Maguindanao",20,4,2018,12,150000000,153800000,153808000,-99,901,8008,124.4456759,6.849880741,,
"Murder in Brgy. Labu-Labu, Shariff Aguak, Maguindanao",27,11,2020,3,150000000,153800000,153808000,-99,901,-98,124.4456759,6.849880741,,
"Murder in Brgy. Labungan, Datu Odin Sinsuat, Maguindanao",15,12,2017,-98,150000000,153800000,153807000,-99,2031,-98,124.2375545,7.1069461,,
"Murder in Brgy. Labungan, Datu Odin Sinsuat, Maguindanao",30,5,2018,3,150000000,153800000,153807000,-99,901,-98,124.2375545,7.1069461,,
"Murder in Brgy. Labungan, Datu Odin Sinsuat, Maguindanao",16,1,2019,3,150000000,153800000,153807000,-99,2031,8012,124.2375545,7.1069461,,
"Murder in Brgy. Labungan, Datu Odin Sinsuat, Maguindanao",16,5,2019,10,150000000,153800000,153807000,-99,906,-98,124.2375545,7.1069461,,
"Murder in Brgy. Ladia, Sultan Kudarat, Maguindanao",21,4,2019,2,150000000,153800000,153812000,-99,2031,5017,124.3263511,7.257333449,,
"Murder in Brgy. Ladia, Sultan Kudarat, Maguindanao ",27,8,2017,3,150000000,153800000,153812000,-99,2031,-98,124.3263511,7.257333449,,
"Murder in Brgy. Lagasan Higad, Parang, Sulu",24,3,2017,3,150000000,156600000,156609000,-99,901,-98,120.9637846,5.904940097,,
"Murder in Brgy. Lagayas, Tipo-Tipo, Basilan",11,11,2020,3,150000000,150700000,150706000,-99,901,-98,122.1382732,6.536205064,,
"Murder in Brgy. Lagayas, Tipo-Tipo, Basilan ",4,8,2019,3,150000000,150700000,150706000,-99,2031,-98,122.1382732,6.536205064,,
"Murder in Brgy. Lagayas, Tipo-Tipo, Basilan ",19,12,2019,3,150000000,150700000,150706000,-99,2031,-98,122.1382732,6.536205064,,
"Murder in Brgy. Lahing-Lahing, Omar, Sulu",18,8,2017,12,150000000,156600000,156619000,-99,2031,-98,121.4054521,5.98190735,,
"Murder in Brgy. Lakit Lakit, Bongao, Tawi-Tawi",9,5,2017,3,150000000,157000000,157002000,-99,901,-98,119.7660411,5.079548378,,
"Murder in Brgy. Lakit Lakit, Bongao, Tawi-Tawi",8,4,2019,3,150000000,157000000,157002000,-99,901,-98,119.7660411,5.079548378,,
"Murder in Brgy. Lalabuan, Balabagan, Lanao del Sur",4,2,2020,-98,150000000,153600000,153602000,-99,901,3006,124.1040572,7.553687393,,
"Murder in Brgy. Lalabuan, Balabagan, Lanao del Sur",16,4,2020,3,150000000,153600000,153602000,-99,2031,3006,124.1040572,7.553687393,,
"Murder in Brgy. Lalabuan, Balindong, Lanao del Sur",21,4,2018,3,150000000,153600000,153603000,-99,901,8008,124.2201682,7.924581222,,
"Murder in Brgy. Lalabuan, Balindong, Lanao del Sur",12,12,2018,2,150000000,153600000,153603000,-99,2031,-98,124.2201682,7.924581222,,
"Murder in Brgy. Lambago, Luuk, Sulu",28,10,2020,3,150000000,156600000,156604000,-99,901,3005,121.2756662,5.977700856,,
"Murder in Brgy. Lambayao, Guindulungan, Maguindanao",8,8,2019,12,150000000,153800000,153825000,-99,2031,-98,124.351561,6.947625565,,
"Murder in Brgy. Lamin, Malabang, Lanao del Sur",6,11,2018,2,150000000,153600000,153615000,-99,2031,-98,124.0548803,7.641229837,,
"Murder in Brgy. Lamin, Malabang, Lanao del Sur",24,3,2019,-98,150000000,153600000,153615000,-99,2031,-98,124.0548803,7.641229837,,
"Murder in Brgy. Lamion, Bongao, Tawi-Tawi",3,2,2016,3,150000000,157000000,157002000,-99,901,3006,119.7771202,5.027210563,,
"Murder in Brgy. Lamion, Bongao, Tawi-Tawi",6,5,2017,3,150000000,157000000,157002000,-99,901,-98,119.7771202,5.027210563,,
"Murder in Brgy. Lamion, Bongao, Tawi-Tawi",21,3,2018,3,150000000,157000000,157002000,-99,901,-98,119.7771202,5.027210563,,
"Murder in Brgy. Lamion, Bongao, Tawi-Tawi",23,1,2020,3,150000000,157000000,157002000,-99,2031,-98,119.7771202,5.027210563,,
"Murder in Brgy. Lamud, South Upi, Maguindanao",5,11,2020,4,150000000,153800000,153817000,-99,901,7004,124.2326904,6.92192978,,
"Murder in Brgy. Landasan (Sarmiento), Parang , Maguindanao",19,10,2017,3,150000000,153800000,153811000,-99,901,-98,124.2470118,7.335805166,,
"Murder in Brgy. Landasan (Sarmiento), Parang, Maguindanao",2,5,2017,5,150000000,153800000,153811000,-99,901,-98,124.2470118,7.335805166,,
"Murder in Brgy. Landasan (Sarmiento), Parang, Maguindanao ",6,5,2017,-98,150000000,153800000,153811000,-99,901,-98,124.2470118,7.335805166,,
"Murder in Brgy. Landasan, Parang, Maguindanao",4,2,2015,3,150000000,153800000,153811000,-99,901,-98,124.2470118,7.335805166,,
"Murder in Brgy. Landasan, Parang, Maguindanao",21,8,2015,3,150000000,153800000,153811000,-99,2031,-98,124.2470118,7.335805166,,
"Murder in Brgy. Langkong, Matanog, Maguindanao",8,1,2017,3,150000000,153800000,153809000,-99,901,3005,124.2683954,7.50328611,,
"Murder in Brgy. Langkong, Matanog, Maguindanao",30,7,2017,3,150000000,153800000,153809000,-99,901,-98,124.2683954,7.50328611,,
"Murder in Brgy. Langkong, Matanog, Maguindanao",21,1,2018,5,150000000,153800000,153809000,-99,2031,8008,124.2683954,7.50328611,,
"Murder in Brgy. Langkong, Matanog, Maguindanao",1,3,2019,3,150000000,153800000,153809000,-99,2031,3006,124.2683954,7.50328611,,
"Murder in Brgy. Langkong, Matanog, Maguindanao",11,1,2020,2,150000000,153800000,153809000,-99,2031,-98,124.2683954,7.50328611,,
"Murder in Brgy. Langkong, Matanog, Maguindanao",17,12,2020,5,150000000,153800000,153809000,-99,901,-98,124.2683954,7.50328611,,
"Murder in Brgy. Langkong, Matanog, Maguindanao ",4,8,2019,3,150000000,153800000,153809000,-99,901,5011,124.2683954,7.50328611,,
"Murder in Brgy. Languyan, Hadji Mohammad Ajul, Basilan",15,7,2018,3,150000000,150700000,150710000,-99,2031,-98,122.2782735,6.616964795,,
"Murder in Brgy. Languyan, Haji Mohammad Ajul, Basilan",10,6,2019,3,150000000,150700000,150710000,-99,2031,-98,122.2782735,6.616964795,,
"Murder in Brgy. Lantawan Proper (Pob.), Lantawan, Basilan",19,6,2020,3,150000000,150700000,150703000,-99,901,-98,121.8923667,6.623915382,,
"Murder in Brgy. Lantong Babag, Pangutaran, Sulu",27,11,2020,9,150000000,156600000,156608000,-99,2031,-98,120.5451967,6.306923239,,
"Murder in Brgy. Lantong, Maimbung, Sulu",11,7,2017,12,150000000,156600000,156605000,-99,901,-98,120.9863934,5.937492204,,
"Murder in Brgy. Lapak, Pandami, Sulu",27,2,2020,12,150000000,156600000,156618000,-99,906,-98,120.7703146,5.524416813,,
"Murder in Brgy. Lasangan, Gen. S. K. Pendatun, Maguindanao",20,5,2019,12,150000000,153800000,153819000,-99,2031,-98,124.721018,6.857652739,,
"Murder in Brgy. Lasangan, Gen. S. K. Pendatun, Maguindanao",7,10,2020,8,150000000,153800000,153819000,-99,901,-98,124.721018,6.857652739,,
"Murder in Brgy. Latih, Patikul, Sulu",11,4,2017,12,150000000,156600000,156611000,-99,2031,-98,121.0333653,6.038444204,,
"Murder in Brgy. Latih, Patikul, Sulu",12,8,2017,12,150000000,156600000,156611000,-99,901,-98,121.0333653,6.038444204,,
"Murder in Brgy. Latih, Patikul, Sulu",2,9,2017,12,150000000,156600000,156611000,-99,901,5017,121.0333653,6.038444204,,
"Murder in Brgy. Latih, Patikul, Sulu",21,10,2017,12,150000000,156600000,156611000,-99,2031,-98,121.0333653,6.038444204,,
"Murder in Brgy. Latih, Patikul, Sulu",21,10,2017,12,150000000,156600000,156611000,-99,2031,-98,121.0333653,6.038444204,,
"Murder in Brgy. Latih, Patikul, Sulu",1,2,2018,12,150000000,156600000,156611000,-99,901,5017,121.0333653,6.038444204,,
"Murder in Brgy. Latih, Patikul, Sulu",9,6,2018,12,150000000,156600000,156611000,-99,2031,-98,121.0333653,6.038444204,,
"Murder in Brgy. Latih, Patikul, Sulu",11,4,2019,12,150000000,156600000,156611000,-99,2031,-98,121.0333653,6.038444204,,
"Murder in Brgy. Latih, Patikul, Sulu",4,9,2019,12,150000000,156600000,156611000,-99,2031,8008,121.0333653,6.038444204,,
"Murder in Brgy. Latih, Patikul, Sulu ",11,6,2018,12,150000000,156600000,156611000,-99,2031,-98,121.0333653,6.038444204,,
"Murder in Brgy. Laum Maimbung, Maimbung, Sulu",13,9,2017,12,150000000,156600000,156605000,-99,2031,-98,121.0195082,5.943792714,,
"Murder in Brgy. Laum Suwah, Parang, Sulu",7,5,2017,12,150000000,156600000,156609000,-99,2031,-98,120.9320736,5.912141906,,
"Murder in Brgy. Laum Suwah, Parang, Sulu",31,5,2017,12,150000000,156600000,156609000,-99,2031,-98,120.9320736,5.912141906,,
"Murder in Brgy. Laum Suwah, Parang, Sulu",15,3,2018,12,150000000,156600000,156609000,-99,2031,8008,120.9320736,5.912141906,,
"Murder in Brgy. Layog, Pagalungan, Maguindanao",6,1,2018,3,150000000,153800000,153810000,-99,901,-98,124.730389,7.074542833,,
"Murder in Brgy. Layog, Pagalungan, Maguindanao",8,8,2020,8,150000000,153800000,153810000,-99,2031,-98,124.730389,7.074542833,,
"Murder in Brgy. Lebbuh, Lamitan City, Basilan",8,4,2019,2,150000000,150700000,-99,150702000,901,-98,122.1821226,6.572776632,,
"Murder in Brgy. Lebbuh, Lamitan City, Basilan",29,4,2020,3,150000000,150700000,-99,150702000,901,1007,122.1821226,6.572776632,,
"Murder in Brgy. Liang, Patikul, Sulu",17,10,2019,12,150000000,156600000,156611000,-99,2031,5017,121.0404336,6.068494149,,
"Murder in Brgy. Lianutan, Luuk, Sulu",26,9,2020,4,150000000,156600000,156604000,-99,2031,-98,121.3446931,5.947849889,,
"Murder in Brgy. Liban, Talipao, Sulu",8,10,2020,3,150000000,156600000,156613000,-99,901,-98,121.0967458,5.966822976,,
"Murder in Brgy. Libug, Sumisip, Basilan",21,8,2018,2,150000000,150700000,150705000,-99,2031,-98,121.9606753,6.482559343,,
"Murder in Brgy. Libug, Sumisip, Basilan ",29,7,2018,3,150000000,150700000,150705000,-99,2031,5017,121.9606753,6.482559343,,
"Murder in Brgy. Likbah, Panglima Estino, Sulu",13,12,2019,1,150000000,156600000,156616000,-99,2031,3006,121.1964432,5.958905291,,
"Murder in Brgy. Limbayan, Parang, Maguindanao",5,10,2018,2,150000000,153800000,153811000,-99,901,3006,124.0284229,7.310069268,,
"Murder in Brgy. Limbo, Balindong, Lanao del Sur",15,8,2020,3,150000000,153600000,153603000,-99,901,3006,124.1948755,7.891332339,,
"Murder in Brgy. Limbo, Sultan Kudarat, Maguindanao",14,2,2015,3,150000000,153800000,153812000,-99,901,-98,124.2649326,7.243787208,,
"Murder in Brgy. Limbo, Sultan Kudarat, Maguindanao",22,2,2015,3,150000000,153800000,153812000,-99,901,-98,124.2649326,7.243787208,,
"Murder in Brgy. Limbo, Sultan Kudarat, Maguindanao",31,8,2016,3,150000000,153800000,153812000,-99,901,-98,124.2649326,7.243787208,,
"Murder in Brgy. Limbo, Sultan Kudarat, Maguindanao",3,10,2018,10,150000000,153800000,153812000,-99,901,-98,124.2649326,7.243787208,,
"Murder in Brgy. Limbo, Sultan Kudarat, Maguindanao",12,2,2019,3,150000000,153800000,153812000,-99,901,-98,124.2649326,7.243787208,,
"Murder in Brgy. Limbo, Sultan Kudarat, Maguindanao ",13,10,2017,3,150000000,153800000,153812000,-99,2031,3005,124.2649326,7.243787208,,
"Murder in Brgy. Limo-ok, Lamitan City, Basilan",18,12,2020,4,150000000,150700000,-99,150702000,2031,-98,122.1018712,6.643569119,,
"Murder in Brgy. Limpongo, Datu Hoffer Ampatuan, Maguindanao",12,9,2020,3,150000000,153800000,153835000,-99,2031,-98,124.4101438,6.867684368,,
"Murder in Brgy. Limpongo, Datu Hoffer Ampatuan, Maguindanao",17,10,2020,3,150000000,153800000,153835000,-99,901,1007,124.4101438,6.867684368,,
"Murder in Brgy. Limpongo, Datu Hoffer, Maguindanao",1,9,2018,10,150000000,153800000,153835000,-99,901,3015,124.4101438,6.867684368,,
"Murder in Brgy. Linamon, Ditsaan Ramain, Lanao del Sur ",7,4,2019,3,150000000,153600000,153624000,-99,901,1002,124.3478014,8.011713059,,
"Murder in Brgy. Linantangan, Shariff Saydona , Maguindanao",12,7,2016,3,150000000,153800000,153837000,-99,2031,-98,124.5020456,6.935564207,,
"Murder in Brgy. Linao, Bayang,  Lanao del Sur",13,5,2019,-98,150000000,153600000,153604000,-99,2031,-98,124.1907233,7.76920497,,
"Murder in Brgy. Linao, Saguiaran, Lanao del Sur",17,10,2020,3,150000000,153600000,153625000,-99,901,-98,124.2529835,8.014794313,,
"Murder in Brgy. Linindingan,Pagayawan (Tatarikan), Lanao del Sur",23,1,2017,-98,150000000,153600000,153620000,-99,901,-98,124.1152415,7.769721642,,
"Murder in Brgy. Linuk, Tamparan, Lanao del Sur",28,4,2017,-98,150000000,153600000,153626000,-99,2031,3006,124.3276302,7.861718239,,
"Murder in Brgy. Liong, Barira, Maguindanao",7,9,2018,10,150000000,153800000,153818000,-99,2031,-98,124.2956959,7.44756519,,
"Murder in Brgy. Liong, Barira, Maguindanao",29,9,2018,10,150000000,153800000,153818000,-99,901,-98,124.2956959,7.44756519,,
"Murder in Brgy. Liong, Barira, Maguindanao",5,11,2020,2,150000000,153800000,153818000,-99,901,-98,124.2956959,7.44756519,,
"Murder in Brgy. Lipa, Barira, Maguindanao",9,5,2017,5,150000000,153800000,153818000,-99,2031,3006,124.318639,7.419033009,,
"Murder in Brgy. Lipao, Datu Paglas, Maguindanao",1,7,2016,3,150000000,153800000,153805000,-99,2031,-98,124.8397693,6.762333142,,
"Murder in Brgy. Lipawan, Barira, Maguindanao",31,7,2016,3,150000000,153800000,153818000,-99,2031,-98,124.3461985,7.446785615,,
"Murder in Brgy. Lipawan, Barira, Maguindanao",27,3,2018,10,150000000,153800000,153818000,-99,901,8008,124.3461985,7.446785615,,
"Murder in Brgy. Lipawan, Barira, Maguindanao ",29,3,2017,2,150000000,153800000,153818000,-99,901,3005,124.3461985,7.446785615,,
"Murder in Brgy. Lipawan, Barira, Maguindanao ",13,8,2019,-98,150000000,153800000,153818000,-99,2031,3006,124.3461985,7.446785615,,
"Murder in Brgy. Lipunos, Parang, Sulu",19,11,2019,1,150000000,156600000,156609000,-99,901,8008,120.9702666,5.916737137,,
"Murder in Brgy. Liyaburan, Panglima Sugala, Tawi-Tawi",26,12,2015,3,150000000,157000000,157001000,-99,901,-98,119.9848075,4.957541145,,
"Murder in Brgy. Lookan Banaran, Sapa-Sapa, Tawi-Tawi",13,7,2020,-98,150000000,157000000,157010000,-99,901,-98,120.1019892,5.030334666,,
"Murder in Brgy. Lookan Latuan, Sapa-Sapa, Tawi-Tawi",17,3,2018,3,150000000,157000000,157010000,-99,901,-98,120.2605175,5.070456078,,
"Murder in Brgy. Looy, South Upi, Maguindanao",16,9,2017,-98,150000000,153800000,153817000,-99,2031,-98,124.1690843,6.903373165,,
"Murder in Brgy. Looy, South Upi, Maguindanao",11,4,2020,9,150000000,153800000,153817000,-99,906,1002,124.1690843,6.903373165,,
"Murder in Brgy. Looy, South Upi, Maguindanao",12,5,2020,3,150000000,153800000,153817000,-99,906,-98,124.1690843,6.903373165,,
"Murder in Brgy. Lorenzo, Balabagan, Lanao del Sur",25,10,2018,4,150000000,153600000,153602000,-99,2031,3005,124.130436,7.521474551,,
"Murder in Brgy. Lower Banas, Lantawan, Basilan",2,2,2019,2,150000000,150700000,150703000,-99,901,-98,121.8797345,6.573315386,,
"Murder in Brgy. Lower Banas, Lantawan, Basilan",10,2,2020,3,150000000,150700000,150703000,-99,2031,-98,121.8797345,6.573315386,,
"Murder in Brgy. Lower Dilag, Pandag, Maguindanao",2,5,2020,9,150000000,153800000,153833000,-99,2031,3015,124.7913799,6.760728813,,
"Murder in Brgy. Lower Patibulan, Old Panamao, Sulu",19,5,2020,12,150000000,156600000,156607000,-99,2031,8008,121.2483343,5.934441854,,
"Murder in Brgy. Lower Siling, Buluan, Maguindanao ",24,8,2017,3,150000000,153800000,153803000,-99,901,-98,124.8161847,6.706554903,,
"Murder in Brgy. Lubuk-lubuk, Panglima Estino, Sulu",12,8,2020,12,150000000,156600000,156616000,-99,901,-98,121.1780369,5.952191896,,
"Murder in Brgy. Luguna, Calanogas, Lanao del Sur",11,8,2020,3,150000000,153600000,153632000,-99,2031,3006,124.0980347,7.71343924,,
"Murder in Brgy. Lukbuton, Isabela City",23,1,2020,4,90000000,-99,-99,99701000,901,8008,121.9558497,6.734615929,,
"Murder in Brgy. Lukketon, Sumisip, Basilan",21,5,2020,3,150000000,150700000,150705000,-99,2031,-98,122.0106771,6.519273029,,
"Murder in Brgy. Lumabao, Gen. S. K. Pendatun, Maguindanao",17,11,2020,4,150000000,153800000,153819000,-99,901,-98,124.6979862,6.818806106,,
"Murder in Brgy. Lumah Dapdap, Pangutaran, Sulu",3,5,2017,12,150000000,156600000,156608000,-99,901,-98,120.5476249,6.270505945,,
"Murder in Brgy. Lumah Dapdap, Pangutaran, Sulu",7,9,2020,4,150000000,156600000,156608000,-99,901,-98,120.5476249,6.270505945,,
"Murder in Brgy. Lumbac Dilausan, Lumbaca Unayan, Lanao del Sur",12,8,2018,-98,150000000,153600000,153641000,-99,2031,3005,124.1943949,7.750517402,,
"Murder in Brgy. Lumbac, Balabagan, Lanao del Sur ",21,6,2019,3,150000000,153600000,153602000,-99,2031,-98,124.1595053,7.568510776,,
"Murder in Brgy. Lumbac, Mulondo, Lanao del Sur",22,11,2019,3,150000000,153600000,153619000,-99,2031,3005,124.3481806,7.911265316,,
"Murder in Brgy. Lumbac, Poona Bayabao, Lanao del Sur",11,1,2015,3,150000000,153600000,153622000,-99,2031,-98,124.3368519,7.839380855,,
